company_id,country,sector,employees,annual_revenue,tech_adoption_level,main_challenges,digital_tools_used,growth_last_yr,funding_status,female_owned,remote_work_policy
549,Rwanda,Logistics,98,288790,High,"Cost, Skills","E-commerce, Mobile money",13,Seed,No,Full
550,Rwanda,Logistics,406,466623,High,"Skills, Awareness","Mobile money, POS, Google My Business",43,Seed,No,Partial
551,Nigeria,Retail,113,351063,Medium,Regulation,"POS, E-commerce",34,Seed,Yes,Partial
552,Ghana,Logistics,136,496624,Low,"Skills, Regulation",E-commerce,0,None,Yes,None
553,Ghana,Finance,373,143184,Low,Internet,"POS, WhatsApp, E-commerce",5,Series A,Yes,Full
554,Nigeria,Finance,175,41192,Medium,Cost,"Mobile money, CRM",41,Seed,No,Full
555,Kenya,Farming,344,257856,High,"Regulation, Skills","POS, Mobile money",4,Series A,No,Partial
556,Kenya,Logistics,444,278646,High,"Cost, Skills","Google My Business, WhatsApp, POS",-1,None,No,Partial
557,South Africa,Logistics,358,277491,Low,"Regulation, Skills","E-commerce, POS, WhatsApp",19,Bootstrapped,Yes,Partial
558,South Africa,Farming,375,62895,High,Cost,"Google My Business, CRM",43,Series A,Yes,None
559,Kenya,Finance,310,83145,Low,"Awareness, Internet",Google My Business,38,Series A,Yes,Full
560,Rwanda,Retail,87,18395,Low,Regulation,POS,48,Seed,No,Partial
561,South Africa,Manufacturing,315,247919,Low,Cost,"E-commerce, Mobile money, WhatsApp",35,Bootstrapped,Yes,None
562,Nigeria,Retail,189,268477,Low,"Internet, Awareness",Mobile money,21,Seed,Yes,None
563,South Africa,Education,93,341946,Medium,Internet,"POS, Google My Business",42,Seed,No,None
564,Ghana,Farming,443,109955,Medium,Awareness,POS,29,None,Yes,Partial
565,Ghana,Logistics,180,50316,Medium,Internet,"Mobile money, WhatsApp",43,Bootstrapped,Yes,Partial
566,Rwanda,Manufacturing,336,491454,High,"Internet, Cost","Mobile money, POS",29,Series A,Yes,Partial
567,Kenya,Retail,409,446112,Medium,"Internet, Regulation",WhatsApp,24,Series A,Yes,None
568,Kenya,Farming,94,162755,Low,"Cost, Regulation","E-commerce, Mobile money",1,None,No,None
569,Ghana,Finance,169,131008,Low,Awareness,"E-commerce, CRM",42,Series A,No,Partial
570,Ghana,Finance,247,390056,Low,"Skills, Awareness","Google My Business, POS",30,Series A,Yes,None
571,Nigeria,Retail,284,213248,Low,"Regulation, Internet",WhatsApp,49,Series A,Yes,Full
572,South Africa,Education,205,419895,Low,"Awareness, Cost",CRM,15,None,No,None
573,Kenya,Education,72,490129,Low,Regulation,POS,-3,Seed,No,None
574,Rwanda,Logistics,396,364848,Low,"Awareness, Regulation","WhatsApp, Mobile money, Google My Business",45,None,No,Full
575,Ghana,Finance,146,98779,Medium,Internet,CRM,36,Seed,Yes,Full
576,Ghana,Finance,206,303799,High,Cost,POS,50,Bootstrapped,No,None
577,Ghana,Retail,364,43763,Medium,Skills,"Google My Business, CRM, POS",38,Seed,No,Partial
578,Kenya,Manufacturing,336,206844,Low,"Regulation, Cost","WhatsApp, Mobile money, Google My Business",43,None,No,None
579,Kenya,Education,207,63672,Low,"Cost, Regulation",POS,21,None,No,None
580,Ghana,Education,283,352357,High,"Skills, Awareness",Google My Business,10,Seed,No,None
581,Rwanda,Finance,454,133272,Low,Awareness,"Mobile money, CRM",25,Seed,Yes,None
582,Nigeria,Finance,340,97010,Low,Awareness,"CRM, E-commerce, WhatsApp",38,Series A,No,Partial
583,Ghana,Education,150,249195,Low,Internet,"POS, Google My Business, E-commerce",47,Bootstrapped,Yes,Full
584,Nigeria,Farming,213,54487,High,"Cost, Awareness",Google My Business,47,Seed,Yes,None
585,Nigeria,Education,369,487179,Medium,Internet,"Google My Business, POS",-2,None,Yes,None
586,South Africa,Farming,371,361137,High,"Skills, Regulation","Google My Business, Mobile money",43,Bootstrapped,No,None
587,Ghana,Retail,344,224044,Low,"Regulation, Internet","WhatsApp, CRM, POS",7,Bootstrapped,No,None
588,Ghana,Logistics,40,464515,Low,"Cost, Regulation","WhatsApp, Google My Business, Mobile money",43,Seed,No,Full
589,Rwanda,Manufacturing,63,228388,Medium,"Cost, Awareness","WhatsApp, E-commerce",5,None,No,Partial
590,Rwanda,Education,135,486492,High,Awareness,"E-commerce, POS, Mobile money",32,Series A,Yes,None
591,Nigeria,Retail,319,120706,Low,Cost,"Mobile money, E-commerce, CRM",14,Bootstrapped,Yes,Full
592,Kenya,Retail,59,298175,Low,"Internet, Skills",Mobile money,23,Series A,Yes,None
593,Ghana,Finance,166,465056,High,Awareness,"POS, CRM",22,Bootstrapped,No,None
594,Ghana,Education,163,420444,Medium,Cost,POS,19,Series A,Yes,Partial
595,Nigeria,Logistics,418,183846,Low,Internet,WhatsApp,29,None,Yes,Full
596,Rwanda,Finance,488,246936,High,Awareness,Google My Business,2,Bootstrapped,Yes,Full
597,Ghana,Retail,345,205993,High,Regulation,"CRM, E-commerce",40,None,No,Partial
598,Kenya,Education,314,248385,High,"Cost, Regulation","POS, WhatsApp, Mobile money",28,Seed,No,None
599,Ghana,Education,364,124034,High,"Awareness, Cost",POS,15,Bootstrapped,Yes,Full
600,Kenya,Retail,171,358120,Low,Regulation,"CRM, E-commerce, Google My Business",9,Bootstrapped,Yes,Partial
601,Nigeria,Retail,246,44005,High,"Awareness, Cost","POS, Google My Business",28,Seed,No,Partial
602,Ghana,Retail,22,329172,High,"Cost, Awareness","E-commerce, Google My Business",23,Series A,Yes,None
603,Kenya,Education,8,332104,Low,Awareness,"Mobile money, WhatsApp, POS",0,None,Yes,None
604,Rwanda,Education,57,71097,Medium,Cost,"Mobile money, E-commerce, CRM",-5,None,No,Partial
605,South Africa,Finance,449,68935,High,Awareness,POS,34,Seed,No,Full
606,South Africa,Retail,468,276688,High,Awareness,"Mobile money, E-commerce, CRM",-1,Series A,Yes,Partial
607,Kenya,Retail,462,23734,Medium,Internet,"Google My Business, E-commerce, CRM",35,Bootstrapped,Yes,Full
608,South Africa,Retail,16,194932,Medium,"Internet, Regulation",Mobile money,24,Seed,Yes,Full
609,Nigeria,Education,150,357951,Medium,Cost,"POS, CRM",48,None,Yes,None
610,Nigeria,Logistics,366,362926,High,Internet,CRM,35,Series A,No,None
611,Nigeria,Retail,467,10999,Medium,Awareness,"WhatsApp, E-commerce, Google My Business",18,Seed,Yes,Full
612,Ghana,Finance,135,343745,High,Internet,"Mobile money, WhatsApp, CRM",3,Series A,No,None
613,South Africa,Education,373,256433,Low,"Internet, Awareness","Google My Business, POS",27,None,Yes,None
614,Kenya,Logistics,389,200169,Low,"Internet, Skills","POS, WhatsApp",43,Series A,Yes,Partial
615,Kenya,Retail,109,122647,High,"Skills, Internet","Mobile money, E-commerce",15,Bootstrapped,Yes,Full
616,Rwanda,Education,124,72304,Low,Cost,Google My Business,13,Seed,No,Full
617,Nigeria,Manufacturing,282,126420,Medium,"Internet, Regulation","POS, Google My Business",49,Bootstrapped,No,Full
618,Nigeria,Logistics,349,246099,Medium,Cost,"POS, Mobile money, CRM",-5,Seed,Yes,Full
619,Kenya,Education,294,294853,Medium,"Skills, Awareness","E-commerce, Google My Business",4,Bootstrapped,No,Full
620,Ghana,Finance,440,24201,Medium,"Regulation, Skills","Google My Business, Mobile money, E-commerce",-3,None,No,Partial
621,Nigeria,Finance,460,105078,High,Awareness,"POS, CRM, WhatsApp",45,Seed,Yes,None
622,South Africa,Farming,220,409128,Medium,Awareness,"CRM, POS, E-commerce",5,None,Yes,Full
623,Kenya,Finance,463,315330,Medium,"Awareness, Internet",WhatsApp,3,Series A,Yes,Partial
624,Nigeria,Logistics,375,220077,High,Regulation,"POS, E-commerce, Google My Business",28,Seed,No,Partial
625,South Africa,Manufacturing,22,302076,High,"Skills, Internet","WhatsApp, CRM, POS",37,None,Yes,Full
626,Kenya,Logistics,128,146524,High,Cost,"CRM, WhatsApp",1,Seed,No,Partial
627,Kenya,Education,114,121193,Medium,Regulation,"CRM, Mobile money",48,Seed,Yes,Partial
628,Ghana,Finance,74,314623,High,"Cost, Internet",Mobile money,9,None,No,None
629,Kenya,Farming,51,224725,Medium,"Awareness, Skills","Mobile money, WhatsApp, E-commerce",10,Seed,No,None
630,South Africa,Farming,166,172956,High,Internet,CRM,45,Seed,No,None
631,Kenya,Education,335,322034,Low,"Internet, Awareness","Google My Business, WhatsApp, POS",14,Bootstrapped,No,None
632,Kenya,Manufacturing,480,400257,Medium,"Skills, Regulation",POS,18,Bootstrapped,Yes,Full
633,Nigeria,Farming,212,267107,Medium,Skills,"Google My Business, WhatsApp",15,None,Yes,None
634,Nigeria,Retail,394,10486,Low,Internet,"Mobile money, CRM",39,None,Yes,Partial
635,Rwanda,Education,181,340055,High,"Cost, Internet",Google My Business,23,Bootstrapped,No,None
636,South Africa,Manufacturing,166,139862,High,"Skills, Awareness",POS,38,Seed,Yes,Partial
637,South Africa,Retail,490,335350,Low,Internet,"POS, Mobile money, E-commerce",18,Series A,No,None
638,South Africa,Education,8,151044,Medium,"Regulation, Awareness","Google My Business, E-commerce",43,Series A,Yes,Partial
639,Ghana,Finance,147,72046,Medium,"Regulation, Skills",POS,28,Series A,Yes,None
640,Rwanda,Manufacturing,283,49343,High,"Awareness, Skills","WhatsApp, POS, Mobile money",30,Bootstrapped,No,Full
641,South Africa,Manufacturing,292,485027,Medium,"Regulation, Awareness","E-commerce, POS, Google My Business",49,Series A,No,Partial
642,Ghana,Education,71,197954,Medium,"Awareness, Cost","E-commerce, WhatsApp, CRM",24,None,No,Partial
643,Rwanda,Farming,154,482459,Low,"Awareness, Cost",CRM,37,None,No,Full
644,South Africa,Manufacturing,450,351118,Low,Cost,"Google My Business, POS, WhatsApp",-4,Seed,No,Full
645,Kenya,Education,290,256926,High,"Internet, Cost","E-commerce, WhatsApp, CRM",47,Series A,No,None
646,Rwanda,Education,454,387976,Low,Internet,"Google My Business, E-commerce, POS",48,None,No,Full
647,Ghana,Manufacturing,340,262498,Medium,"Internet, Skills","Google My Business, E-commerce",31,Series A,Yes,Partial
648,Nigeria,Retail,39,283783,Low,"Skills, Internet",Google My Business,9,Seed,Yes,Full
649,Kenya,Retail,308,365791,Medium,"Skills, Awareness",Mobile money,23,Seed,Yes,None
650,Ghana,Retail,77,292786,Low,Regulation,"Google My Business, POS, WhatsApp",33,None,No,Partial
651,Rwanda,Farming,263,326876,Medium,Awareness,"E-commerce, Google My Business, Mobile money",42,Seed,Yes,None
652,South Africa,Manufacturing,425,56789,Medium,"Cost, Awareness","E-commerce, Google My Business, WhatsApp",28,Bootstrapped,Yes,None
653,Kenya,Logistics,10,21299,High,Regulation,"POS, CRM",36,None,Yes,Full
654,Rwanda,Logistics,231,284193,Medium,Cost,"Google My Business, WhatsApp",44,Bootstrapped,No,Full
655,Kenya,Logistics,48,411791,High,"Cost, Regulation","E-commerce, CRM",32,Series A,No,Full
656,Rwanda,Logistics,434,95904,High,"Internet, Awareness","E-commerce, Google My Business",8,None,Yes,Partial
657,Nigeria,Manufacturing,179,282875,Low,"Internet, Cost",E-commerce,16,Seed,Yes,None
658,Nigeria,Education,424,464440,Low,"Regulation, Awareness","WhatsApp, Google My Business",48,Bootstrapped,Yes,Full
659,Nigeria,Farming,165,219940,Low,Internet,"WhatsApp, Mobile money, Google My Business",40,Series A,Yes,Partial
660,Ghana,Manufacturing,111,102825,High,"Regulation, Cost","POS, Mobile money",22,None,No,Partial
661,Ghana,Logistics,206,15636,Medium,"Regulation, Awareness","Mobile money, CRM, Google My Business",41,None,Yes,Full
662,Nigeria,Finance,294,290364,Low,"Skills, Regulation",CRM,17,Bootstrapped,Yes,Partial
663,Kenya,Farming,361,394869,High,Awareness,"WhatsApp, E-commerce",40,Series A,No,Partial
664,Nigeria,Farming,359,52457,High,Internet,"WhatsApp, POS, Mobile money",29,Seed,Yes,Full
665,South Africa,Retail,384,352236,High,"Regulation, Internet",WhatsApp,10,Series A,Yes,Partial
666,Nigeria,Education,469,261988,High,Regulation,"POS, Mobile money",5,Seed,No,Partial
667,South Africa,Retail,372,469151,Low,Skills,Google My Business,27,Bootstrapped,No,Full
668,South Africa,Logistics,199,349268,Medium,"Cost, Regulation",E-commerce,-4,None,Yes,Partial
669,Rwanda,Education,72,133747,High,Regulation,"Mobile money, E-commerce, WhatsApp",48,Bootstrapped,No,Partial
670,South Africa,Retail,124,447000,Medium,Skills,POS,23,Seed,No,Partial
671,Kenya,Farming,155,170170,Low,"Regulation, Awareness",Google My Business,1,Seed,No,Full
672,Nigeria,Education,489,481774,Low,"Regulation, Internet","POS, Mobile money",-1,Seed,No,None
673,Kenya,Retail,228,444776,High,"Internet, Regulation","CRM, POS, Mobile money",30,None,No,None
674,Rwanda,Finance,328,430913,High,"Regulation, Internet","Mobile money, Google My Business",34,Series A,Yes,Partial
675,Kenya,Finance,492,72048,Low,Regulation,"CRM, E-commerce, Mobile money",30,Series A,No,Partial
676,Kenya,Logistics,492,128540,High,"Internet, Cost","Mobile money, E-commerce, WhatsApp",38,Seed,No,Partial
677,Ghana,Finance,32,495903,Low,"Cost, Internet","CRM, POS, Google My Business",39,None,Yes,Partial
678,Nigeria,Finance,391,152725,Low,Regulation,"Mobile money, WhatsApp",17,Series A,No,Partial
679,South Africa,Finance,482,72047,High,Regulation,CRM,7,Series A,Yes,Partial
680,Ghana,Manufacturing,136,361326,Medium,Cost,"E-commerce, WhatsApp, Mobile money",12,Bootstrapped,No,None
681,Kenya,Retail,405,91489,High,"Cost, Skills","WhatsApp, CRM",11,Bootstrapped,No,Partial
682,Kenya,Education,59,431747,Medium,"Regulation, Skills",WhatsApp,46,Seed,No,Full
683,Nigeria,Education,165,16480,Medium,"Cost, Awareness","Google My Business, Mobile money",29,Bootstrapped,Yes,Full
684,Ghana,Manufacturing,145,232648,Low,"Internet, Awareness","Google My Business, CRM",-2,Seed,Yes,Partial
685,South Africa,Manufacturing,402,116251,High,"Cost, Regulation","Google My Business, WhatsApp",15,Bootstrapped,No,None
686,Ghana,Logistics,467,227152,High,Cost,"Mobile money, Google My Business, E-commerce",28,Series A,Yes,Partial
687,Nigeria,Farming,200,366075,Medium,"Awareness, Cost",WhatsApp,1,Series A,Yes,Full
688,South Africa,Retail,419,286498,Low,"Internet, Regulation",POS,45,Bootstrapped,Yes,Full
689,Rwanda,Finance,150,320371,Medium,Regulation,"Mobile money, Google My Business, POS",28,None,No,Partial
690,South Africa,Logistics,215,63711,Low,Cost,"Google My Business, Mobile money, CRM",46,Series A,No,None
691,Nigeria,Education,438,374681,Low,"Cost, Awareness",Mobile money,31,None,Yes,Partial
692,Rwanda,Finance,253,419650,Medium,Regulation,"E-commerce, Mobile money",17,Bootstrapped,No,Partial
693,Ghana,Retail,97,497778,High,"Internet, Cost","Mobile money, CRM, POS",19,Seed,No,Partial
694,Ghana,Farming,445,255829,Medium,Skills,E-commerce,31,Seed,No,Full
695,Nigeria,Finance,470,260711,Low,Skills,"POS, WhatsApp",15,Series A,No,Full
696,Ghana,Education,34,442262,Low,Skills,Google My Business,35,Bootstrapped,Yes,Partial
697,Nigeria,Manufacturing,179,366558,Medium,Regulation,"WhatsApp, Google My Business, CRM",6,Seed,No,None
698,South Africa,Farming,461,352436,High,Awareness,"POS, Mobile money, WhatsApp",33,Seed,No,Full
699,Rwanda,Logistics,151,110803,Medium,"Awareness, Cost",Google My Business,17,Seed,Yes,None
700,Nigeria,Manufacturing,93,344476,Medium,"Regulation, Internet",E-commerce,29,Series A,Yes,Partial
701,Kenya,Farming,252,356780,Medium,"Cost, Skills","E-commerce, CRM",34,Bootstrapped,No,None
702,Kenya,Farming,376,453645,High,Awareness,"CRM, POS, Google My Business",26,None,Yes,Partial
703,South Africa,Logistics,459,379916,High,"Skills, Internet","Google My Business, E-commerce, Mobile money",23,None,Yes,None
704,South Africa,Retail,76,331098,Medium,Awareness,CRM,1,Bootstrapped,No,Partial
705,Ghana,Manufacturing,428,473320,High,Cost,E-commerce,24,Seed,Yes,Partial
706,Ghana,Farming,308,207298,High,"Skills, Internet","CRM, POS, Mobile money",25,None,No,Partial
707,Rwanda,Farming,32,417473,Low,"Skills, Regulation",POS,36,Seed,Yes,None
708,Ghana,Logistics,121,43743,Low,Internet,"POS, E-commerce",-2,None,Yes,Full
709,Rwanda,Education,390,302423,Medium,Awareness,"POS, WhatsApp, E-commerce",17,Bootstrapped,Yes,Full
710,Ghana,Farming,462,45081,Low,Regulation,Google My Business,14,Bootstrapped,No,Full
711,Kenya,Retail,53,309489,High,"Internet, Skills","WhatsApp, CRM, Google My Business",25,Seed,No,Partial
712,Rwanda,Logistics,269,492310,High,Skills,"CRM, POS",35,Seed,Yes,Full
713,Ghana,Finance,468,50560,Medium,"Skills, Awareness","WhatsApp, Google My Business, POS",23,Seed,No,Partial
714,South Africa,Manufacturing,446,140288,Medium,"Regulation, Internet","Mobile money, Google My Business",7,None,Yes,None
715,Ghana,Logistics,333,250572,High,Cost,WhatsApp,33,Bootstrapped,Yes,Full
716,Ghana,Manufacturing,27,473969,High,Internet,"E-commerce, Google My Business",21,Seed,Yes,Partial
717,Rwanda,Retail,133,102186,Medium,"Awareness, Regulation","E-commerce, Google My Business",42,Bootstrapped,No,Partial
718,Ghana,Finance,434,314609,Low,"Skills, Internet",E-commerce,25,Seed,No,None
719,Ghana,Manufacturing,434,204400,Medium,Internet,"WhatsApp, CRM, Mobile money",6,Seed,No,Full
720,Ghana,Logistics,404,264528,High,"Skills, Regulation","Mobile money, POS, CRM",28,Series A,Yes,Partial
721,Ghana,Manufacturing,13,295578,Low,Cost,WhatsApp,7,Series A,Yes,Full
722,Nigeria,Finance,263,129619,Medium,Awareness,"E-commerce, Google My Business",49,None,Yes,None
723,South Africa,Retail,434,223047,Medium,"Awareness, Regulation",POS,43,Series A,Yes,Partial
724,Nigeria,Retail,39,437156,Medium,Internet,"Google My Business, CRM",16,Bootstrapped,Yes,Partial
725,Nigeria,Logistics,440,186872,Medium,Internet,"Google My Business, E-commerce",10,Series A,Yes,Partial
726,South Africa,Education,370,240448,Medium,Cost,CRM,1,Series A,Yes,Full
727,Rwanda,Logistics,100,329067,Medium,Skills,"CRM, Mobile money",41,Bootstrapped,Yes,None
728,Nigeria,Manufacturing,334,411433,Medium,Cost,"WhatsApp, POS, E-commerce",14,Seed,Yes,None
729,Nigeria,Finance,467,275762,High,"Awareness, Skills",POS,0,Series A,Yes,None
730,South Africa,Finance,422,71748,Medium,"Awareness, Skills","Google My Business, WhatsApp",31,Series A,No,None
731,Kenya,Finance,280,339310,Medium,"Regulation, Cost","Google My Business, POS, WhatsApp",11,None,No,None
732,Ghana,Manufacturing,195,308680,High,Awareness,"Google My Business, Mobile money, WhatsApp",-5,Bootstrapped,Yes,None
733,South Africa,Manufacturing,453,146316,Low,Awareness,Google My Business,38,Series A,No,None
734,Nigeria,Retail,9,15061,High,"Awareness, Internet","WhatsApp, Mobile money, CRM",42,Bootstrapped,No,Partial
735,Ghana,Manufacturing,177,410752,Low,Internet,"Mobile money, POS",3,Series A,Yes,None
736,Rwanda,Finance,325,348965,High,"Internet, Regulation","WhatsApp, CRM",47,Seed,No,Full
737,South Africa,Retail,245,433718,Medium,"Awareness, Internet",WhatsApp,29,None,Yes,Full
738,Ghana,Finance,237,498177,Medium,Skills,E-commerce,47,Seed,Yes,Partial
739,Kenya,Finance,311,195697,High,"Regulation, Cost",Google My Business,33,None,Yes,Full
740,Kenya,Manufacturing,262,340499,Medium,"Cost, Regulation","CRM, Mobile money",20,None,Yes,Partial
741,Nigeria,Education,241,161696,Medium,Skills,"Mobile money, Google My Business, WhatsApp",43,Seed,Yes,None
742,Kenya,Logistics,354,370369,High,"Internet, Cost","POS, E-commerce, WhatsApp",8,Series A,No,None
743,Kenya,Retail,461,92597,High,"Awareness, Cost","E-commerce, Mobile money",41,Bootstrapped,Yes,Full
744,South Africa,Logistics,447,26020,Low,Cost,"Google My Business, POS, CRM",9,Seed,Yes,Full
745,Rwanda,Manufacturing,446,218468,Medium,Skills,"Google My Business, Mobile money",31,Seed,No,None
746,Kenya,Logistics,203,97483,Low,Cost,E-commerce,44,None,No,None
747,Nigeria,Retail,427,181708,Low,Awareness,"Google My Business, E-commerce",34,Series A,Yes,Full
748,Nigeria,Farming,121,13963,Medium,Awareness,"CRM, E-commerce",41,Series A,No,None
749,Kenya,Education,411,152373,High,"Internet, Skills",WhatsApp,38,Series A,Yes,Full
750,Ghana,Manufacturing,241,412199,Medium,"Cost, Internet","Google My Business, POS",-3,None,No,Partial
751,Nigeria,Finance,425,237681,Low,Skills,POS,0,Series A,No,None
752,Rwanda,Retail,430,368160,Medium,"Awareness, Regulation",E-commerce,1,None,Yes,None
753,Rwanda,Retail,41,146411,High,"Cost, Regulation","POS, Google My Business",46,Series A,Yes,Partial
754,Kenya,Education,23,161564,Low,"Internet, Cost",E-commerce,-1,None,No,Partial
755,Kenya,Finance,22,103527,Low,"Internet, Awareness",POS,34,None,No,Full
756,Nigeria,Education,373,314034,High,Cost,"CRM, POS",21,Bootstrapped,No,Partial
757,Nigeria,Logistics,490,109386,Medium,Internet,E-commerce,19,Series A,Yes,Full
758,South Africa,Logistics,173,247098,Low,"Awareness, Regulation","CRM, Mobile money",7,Seed,No,Full
759,Nigeria,Logistics,10,472557,High,Regulation,POS,21,Series A,Yes,Partial
760,Kenya,Manufacturing,318,93475,Medium,Regulation,"Google My Business, E-commerce, Mobile money",19,Seed,Yes,None
761,South Africa,Farming,137,235685,Medium,Regulation,E-commerce,25,Seed,Yes,None
762,Nigeria,Finance,177,42356,Low,Internet,"POS, Mobile money, Google My Business",39,Series A,Yes,Full
763,Rwanda,Logistics,307,364666,Medium,"Awareness, Regulation",Mobile money,13,Series A,Yes,Partial
764,Ghana,Manufacturing,385,347692,High,"Awareness, Regulation",E-commerce,35,None,No,Full
765,Rwanda,Farming,285,302770,High,Skills,"WhatsApp, E-commerce, POS",13,None,No,Partial
766,South Africa,Logistics,185,391061,High,"Internet, Cost","Mobile money, CRM, POS",39,None,No,Partial
767,Rwanda,Farming,223,351452,Low,Regulation,"Mobile money, E-commerce, Google My Business",31,None,No,Partial
768,Nigeria,Logistics,383,442559,Low,Cost,"Mobile money, E-commerce, CRM",34,Bootstrapped,No,None
769,South Africa,Farming,199,318803,High,Cost,POS,44,Series A,No,None
770,Rwanda,Farming,131,190418,Low,"Cost, Internet","WhatsApp, Google My Business, CRM",36,None,Yes,Partial
771,Kenya,Farming,460,98907,High,"Regulation, Skills",POS,37,None,No,None
772,Kenya,Retail,369,23565,High,Cost,"E-commerce, CRM, Mobile money",1,Series A,No,None
773,Rwanda,Logistics,342,496478,High,"Skills, Cost","Mobile money, Google My Business, CRM",38,Bootstrapped,Yes,None
774,Ghana,Retail,284,71129,Low,"Cost, Skills","POS, Google My Business, WhatsApp",29,None,No,Partial
775,Rwanda,Manufacturing,367,13107,High,"Cost, Skills","WhatsApp, Google My Business",35,Series A,Yes,Partial
776,Kenya,Retail,276,286659,High,Cost,Mobile money,35,Bootstrapped,Yes,Partial
777,South Africa,Logistics,153,50613,High,Regulation,"CRM, Google My Business",21,Series A,Yes,Full
778,Rwanda,Logistics,195,436135,Low,Awareness,CRM,5,Series A,No,None
779,South Africa,Farming,408,344443,High,"Skills, Awareness",Mobile money,11,Series A,Yes,None
780,Ghana,Education,327,479011,Low,"Skills, Cost","E-commerce, WhatsApp",25,Bootstrapped,No,Partial
781,Ghana,Manufacturing,24,337018,Medium,"Skills, Regulation",Mobile money,46,None,Yes,Partial
782,Kenya,Logistics,366,95574,Low,Skills,"E-commerce, Mobile money",16,Bootstrapped,Yes,Full
783,Ghana,Education,281,218232,Medium,"Skills, Regulation","CRM, E-commerce, WhatsApp",33,Seed,No,Partial
784,Ghana,Manufacturing,484,472488,Low,"Internet, Awareness","Google My Business, CRM",-4,Seed,Yes,None
785,Nigeria,Manufacturing,327,93940,High,"Cost, Skills","Google My Business, POS, CRM",22,None,No,Partial
786,Nigeria,Finance,448,371657,Medium,"Skills, Cost","CRM, POS, Google My Business",48,Series A,No,Partial
787,Ghana,Manufacturing,15,358286,Medium,"Awareness, Internet","Mobile money, WhatsApp",2,Seed,Yes,None
788,Nigeria,Logistics,58,25720,Medium,"Cost, Internet","E-commerce, WhatsApp, Google My Business",-4,Bootstrapped,No,Full
789,Kenya,Retail,415,267299,Low,Internet,"CRM, WhatsApp",5,Series A,No,Partial
790,South Africa,Logistics,61,114321,Low,"Skills, Regulation",POS,25,None,Yes,Full
791,Rwanda,Education,102,475233,Medium,Awareness,"WhatsApp, POS",36,Seed,No,Full
792,Rwanda,Retail,211,347541,Low,"Cost, Skills","Mobile money, CRM",29,Seed,No,Full
793,Rwanda,Manufacturing,64,292144,High,Cost,"CRM, POS, Google My Business",21,Series A,Yes,Partial
794,South Africa,Farming,459,26460,Low,"Skills, Awareness","E-commerce, Google My Business, POS",41,Bootstrapped,Yes,Partial
795,Kenya,Finance,485,147832,High,Skills,Mobile money,11,Seed,No,None
796,Rwanda,Farming,94,373023,Low,"Cost, Internet","Google My Business, POS, CRM",0,None,Yes,None
797,Ghana,Manufacturing,295,421087,High,Internet,CRM,41,Bootstrapped,No,Partial
798,Rwanda,Farming,314,269753,Medium,Awareness,"Google My Business, POS",36,Bootstrapped,No,None
799,Rwanda,Logistics,280,258602,High,"Skills, Internet","Mobile money, E-commerce, WhatsApp",-4,Seed,No,Full
800,Ghana,Retail,125,171480,Low,Cost,"POS, WhatsApp",44,Bootstrapped,No,Full
801,Nigeria,Farming,200,34501,High,"Awareness, Regulation","Mobile money, WhatsApp",8,Seed,No,Full
802,Ghana,Manufacturing,115,419840,High,Internet,"Mobile money, WhatsApp, Google My Business",30,Series A,No,None
803,Ghana,Manufacturing,318,97701,High,"Skills, Awareness",Mobile money,42,Series A,Yes,None
804,South Africa,Retail,372,205615,High,Skills,"CRM, WhatsApp, POS",16,Bootstrapped,Yes,Partial
805,Kenya,Manufacturing,257,242080,Low,"Internet, Skills","Mobile money, WhatsApp, CRM",11,Series A,Yes,Partial
806,South Africa,Farming,475,202100,Low,Cost,E-commerce,39,Seed,Yes,None
807,Ghana,Farming,25,298717,High,Cost,"E-commerce, WhatsApp, CRM",46,Series A,Yes,Partial
808,South Africa,Retail,292,367884,Low,Awareness,"Google My Business, CRM, Mobile money",13,Series A,Yes,None
809,Ghana,Finance,255,279801,High,Cost,CRM,5,Seed,No,None
810,Kenya,Manufacturing,296,170423,Low,Cost,"POS, WhatsApp, Google My Business",40,Series A,No,Full
811,Ghana,Manufacturing,392,156542,High,Awareness,"WhatsApp, Mobile money",15,Seed,Yes,None
812,Rwanda,Retail,490,195471,Medium,"Internet, Skills","CRM, WhatsApp",-1,Seed,No,None
813,South Africa,Education,475,446163,High,Regulation,"Mobile money, E-commerce, CRM",36,Seed,No,Partial
814,Nigeria,Finance,101,391849,High,"Internet, Awareness",Google My Business,28,Seed,Yes,Full
815,Rwanda,Finance,279,490076,Medium,Awareness,"WhatsApp, E-commerce, CRM",20,None,No,Full
816,Kenya,Finance,97,16659,Low,"Awareness, Internet","CRM, Mobile money, POS",39,Bootstrapped,Yes,Full
817,South Africa,Farming,248,44356,High,Skills,"CRM, Mobile money",25,Seed,No,None
818,Ghana,Manufacturing,355,364536,Low,Skills,"Google My Business, WhatsApp",33,Series A,Yes,Partial
819,Nigeria,Manufacturing,141,240185,Medium,"Cost, Skills",POS,11,Series A,No,Partial
820,Kenya,Logistics,160,243402,High,Internet,E-commerce,40,Bootstrapped,No,Full
821,Nigeria,Retail,52,227910,Medium,"Awareness, Internet",Google My Business,-5,Seed,No,None
822,Ghana,Retail,194,158670,Medium,"Regulation, Awareness","POS, E-commerce, Mobile money",3,None,Yes,None
823,Kenya,Logistics,421,369096,Low,Internet,"Mobile money, CRM, Google My Business",1,None,No,Full
